,HadGEM3-GC31-HH_CTRL,HadGEM3-GC31-HH_HIST-FUT,EC-Earth3P-HR_CTRL,EC-Earth3P-HR_HIST-FUT,CNRM-CM6-1-HR_CTRL,CNRM-CM6-1-HR_HIST-FUT,CMCC-CM2-VHR4_CTRL,CMCC-CM2-VHR4_HIST-FUT,MPI-ESM1-2-HR_CTRL,MPI-ESM1-2-HR_HIST-FUT,MPI-ESM1-2-XR_CTRL,MPI-ESM1-2-XR_HIST-FUT,NPD_eORCA025_ERA5,NPD_eORCA025_JRA55,EN4,ORAS5
1977-06-01,1.1257776956241312,0.3375420064510985,-0.07190161741711198,0.5417300404680329,-0.05438300764459094,0.2975635939565082,0.5680547278737818,1.30313499964942,-1.0734960955182473,-0.04890133442803964,1.0387652004707617,0.12093675145129452,-0.06842063462020521,0.2131299938197956,0.7551904313775766,0.004857057680783719
1977-07-01,1.3954110403578748,0.476012036977196,0.07603561253749655,0.6121456565959273,-0.06613070213101885,0.4211715829864089,-0.2045642121401613,1.6130421337835885,-1.2566361608593128,-0.45778896425370935,1.229845501085512,0.04190933288003651,-0.12479138871037894,0.06362315535278355,0.719040322650908,-0.016994086044324716
1977-08-01,1.6229905346123232,0.624234418046516,0.25641103925522685,0.6903321667238345,0.009363852701820266,0.3389320549259556,-0.8508820876677335,1.725847096063802,-1.3434428804170488,-0.5293418842157925,1.1822130819176733,-0.016466184147751584,-0.15886069713217912,-0.13007505528775712,0.6727152786371229,0.012413831333972869
1977-09-01,1.869810824864676,0.6976043359725309,0.44511218360153104,0.7267174166191753,-0.001090690786067226,0.19015795478098954,-1.1667601977389992,1.853137471045167,-1.2782215325042203,-0.19019863194701583,1.0142692294628468,-0.011467682167571254,-0.07192938115676044,-0.1703285479901208,0.6401729572712145,0.04323739277184582
1977-10-01,2.051190740661545,0.7878142059844425,0.5991945423861151,0.9678501366218368,0.12897704356628423,0.15266567976795511,-1.3583905627722466,1.9281811910712607,-1.3467214797098739,0.08975448499057403,0.8140204344975968,-0.04613849308518947,0.16503088597448093,-0.002879366367591877,0.6841823918862161,0.2725666751618136
1977-11-01,2.276690185445021,0.8625104591213842,0.6212138441956278,1.293591200382638,0.19599748597851221,0.28124459335207086,-1.5592463464517614,1.8934932261837165,-1.5034586528684926,0.3574624735844232,0.6873321479224505,0.04345830781010529,0.40910587437286433,0.1364347780926863,0.8904388559107216,0.3728774801131873
1977-12-01,2.3902899085934872,0.9148441601222576,0.6606184957106874,1.629168238090987,0.21946122318214398,0.5358499573017995,-1.9726310249926513,1.8544121492539156,-1.606799236106123,0.2808974651706374,0.6279378907744065,0.14605037698852893,0.6099333690023001,0.35983627385433664,1.0438287139425626,0.49162722819406984
1978-01-01,2.2749293116822638,0.9344106471792183,0.6497186474960884,1.7138522593283305,0.04162545160826836,0.6924259513628822,-2.399064513921045,1.7527774210240954,-1.616518923555035,0.17539895812372228,0.6769290111957487,0.24118509800069632,0.6114906314424126,0.44165884398343125,1.0487309462030094,0.48524658297084605
1978-02-01,1.8525288817506347,0.9249677373944883,0.7210122955873247,1.5635013402130016,-0.08010861409148301,0.9108455224603983,-2.634847656898783,1.5733718001566563,-1.5987937974562758,-0.006035669148743296,0.656145463471839,0.1474800477949618,0.4705037239483996,0.4232907201137838,0.8231721473033771,0.3938269633348923
1978-03-01,1.3676910087500769,0.7732600717349739,0.710784200356157,1.1893301541845822,-0.07607888031853634,1.023659100504718,-2.5740133143583726,1.2075173506880352,-1.509700430911252,-0.008170598168605768,0.47694991565030415,-0.056038530176993284,0.12260393458593095,0.1439553179713227,0.5137493682081601,0.11711665631010977
1978-04-01,0.9324943206661521,0.5299284523903967,0.6603236039557502,0.7999934550832485,-0.11861131224979848,0.9864367484347855,-2.484096516025836,0.7518477312128492,-1.4699116090362467,0.15699318868338238,0.4714593630077795,-0.31532749984140146,-0.204157353237119,-0.2110554229860123,0.22934973621743796,-0.2453761307789167
1978-05-01,0.6128679218129013,0.2797223973599886,0.6138106762669023,0.4036893873908689,-0.17777063334520019,0.6185582659064102,-2.5008322416302353,0.25053093198229465,-1.391241580579891,0.18865089401617996,0.6749664122351494,-0.3470626471925155,-0.4675328882382998,-0.4961874477330692,-0.1429823533401429,-0.5281267062475976
1978-06-01,0.31356759666760825,0.11155069684649561,0.49426551638558713,0.22012271182103202,-0.30516977897888226,0.29283174094635156,-2.480449246745835,-0.11404541381273255,-1.1626261616263778,-0.14077339191552682,0.9218105900140058,-0.4029200074489909,-0.5069770125198251,-0.6771117076970142,-0.22990235804739778,-0.5257770102784795
1978-07-01,-0.05933433576617716,-0.008856650956271897,0.3406113948083555,0.06734208411664035,-0.3089747413916855,-0.0030416541259018306,-2.3368169227623268,-0.33576861176527123,-0.7800578939388876,-0.7694652237779908,0.6842540638061879,-0.349747854486299,-0.5067234216000448,-0.8449901390826824,-0.21179932068459295,-0.4375813527657008
1978-08-01,-0.3652986156279033,-0.20925487881350316,0.1989054149295494,0.0224307512022201,-0.2172267365755068,-0.09148806901796613,-2.1958907165700974,-0.42747683336352366,-0.4002725145091362,-1.2326601687541956,0.4127402808335039,-0.3300301503308531,-0.4935824773047619,-1.0065971398026041,-0.0681763760417709,-0.4390636854125171
1978-09-01,-0.6280098338218965,-0.28078597650196796,0.15009438021153101,-0.20172849313092542,-0.0817387968857415,-0.1710431225180377,-2.160489787882064,-0.5520853526750807,-0.19814056320196086,-1.2846978435762073,0.3770571132864941,-0.31965726378495357,-0.48445293731349653,-1.0774165552038728,-0.06654633314380796,-0.5862573598048674
1978-10-01,-0.6750411303583795,-0.23109805542983294,0.1989998888554471,-0.38743709100132423,-0.07560266305297597,-0.24014104648070633,-2.1519317477797917,-0.7252094756575619,-0.014125403839471326,-1.0665006563321253,0.727467833535037,-0.347404106094926,-0.40162556534784444,-0.9579089177736076,-0.08216914382240506,-0.6912331615975006
1978-11-01,-0.7090165329271977,-0.21298764882234625,0.20183402464142305,-0.634638577861252,-0.20295020142301498,-0.36944791338421656,-2.119839590597017,-0.8250207672662698,0.062286008205612385,-0.8853731971530093,1.0424455382049753,-0.41200156648368397,-0.26150430775196504,-0.7233069258894624,0.06316999924596385,-0.5759617876460533
1978-12-01,-0.848069809715629,-0.29466385157499375,0.25357502976994223,-0.8108242809030042,-0.27321306104335447,-0.5596002484939322,-2.039532407030215,-0.8708914677442444,0.049521333288315456,-0.6639376437775457,1.2988868663240927,-0.2615050889008753,-0.144812354645795,-0.5048236315809569,0.0744931818946031,-0.3537172336956264
