,HadGEM3-GC31-HH_CTRL,HadGEM3-GC31-HH_HIST-FUT,EC-Earth3P-HR_CTRL,EC-Earth3P-HR_HIST-FUT,CNRM-CM6-1-HR_CTRL,CNRM-CM6-1-HR_HIST-FUT,CMCC-CM2-VHR4_CTRL,CMCC-CM2-VHR4_HIST-FUT,MPI-ESM1-2-HR_CTRL,MPI-ESM1-2-HR_HIST-FUT,MPI-ESM1-2-XR_CTRL,MPI-ESM1-2-XR_HIST-FUT
2016-03-01,-0.931181089806795,-0.6748550693302339,-0.7750348493620498,-1.1918683362870648,0.1438124546663154,0.21199216574300192,0.012874730815382573,-1.458617144585011,-0.2803290167614596,0.09712152187396011,0.8635142319829127,0.37534537748854824
2016-04-01,-0.6751667862771664,-0.6317783228257682,-0.6827223294605762,-0.9342133930176675,0.26369493266932226,0.22726026455205098,-0.20684874696031405,-1.4021833407181716,-0.32760181786122955,0.2463003256545914,0.8203522849496627,0.2445696720418832
2016-05-01,-0.36682503747347495,-0.41378963532469387,-0.632370077565208,-0.7919575727321785,0.4537409316373935,0.22605749803096828,-0.3504519601724209,-1.129761513499628,-0.1819046091332092,0.08411455687978768,0.8115722713213565,0.16897817926839243
2016-06-01,-0.23990043635030425,-0.23331519839223439,-0.5377164775540885,-0.5805340958537917,0.60574488275291,0.36984962108142394,-0.5426884658096077,-0.8326729767577942,0.13898518418323233,-0.1763689452354519,0.8869425332748704,0.03560902559083781
2016-07-01,-0.16783428506018136,-0.15164965718822035,-0.49338327602998616,-0.43218185149633187,0.7616272698129855,0.4974557404971171,-0.6860600107201318,-0.40478608524808307,0.38770040970480313,-0.47274402037772983,0.7731819544631197,-0.017012751226979497
2016-08-01,-0.08120578273402222,-0.27326296641647724,-0.44166724423844433,-0.32674031849873836,0.7737439883691378,0.6718092357159179,-0.8361172447449502,-0.06317654088422282,0.5187635830370009,-0.4771427327687085,0.5238868210389694,-0.17586308297314002
2016-09-01,0.003356057526716416,-0.3471621807480875,-0.5391650298196097,-0.37477648248943246,0.8258864390082588,0.9019561889117602,-0.9533952747568453,0.21364304443466567,0.6090391679185271,-0.4075532478631185,0.4137573160755934,-0.20633163113429118
2016-10-01,0.20070111319376593,-0.3217980667451894,-0.59952602391907,-0.43821243671576965,0.9428245878105429,1.2437659381483623,-0.9744024613785509,0.40777014356702174,0.7877592013771076,-0.263685052936345,0.444173159028822,-0.21377086371256093
2016-11-01,0.3966364970354195,-0.19256503932375998,-0.7196222265142901,-0.5606378556468985,1.1684168791498093,1.606301048151489,-1.0188108862092546,0.5368342274557049,1.0330514824267178,-0.1540980093906991,0.6047543040337628,-0.05537455564368534
2016-12-01,0.6919914478327046,-0.12681376542012335,-0.7922020480311186,-0.5475915257518658,1.340762528397276,1.791903796282166,-1.16067646468383,0.706037793127054,1.1181301149107146,-0.08910438551524051,0.7271043000864982,-0.07606787485356507
2017-01-01,0.9911788431561434,-0.11537076353190356,-0.828684891761642,-0.5029755764473772,1.40014363457314,1.6316545771029418,-1.144468087291613,0.8258942898533942,1.193825241468771,-0.18140194567244564,0.6977261405893752,-0.06744941572549129
2017-02-01,1.1849093258173318,0.012796457738070552,-0.7878512601926732,-0.3116468965106959,1.2385521528546821,1.224791677934178,-1.0323910912762442,0.9578429921068258,1.2549636837442333,-0.2968776008686033,0.5298794474883967,-0.12156607527104613
2017-03-01,1.1847283671173352,0.11960959769501915,-0.7458984206273852,-0.09578614800566539,0.8799459321897349,0.7924764222445938,-0.8663180006752947,0.7734827507093023,1.422987047982869,-0.31689455960063434,0.33263249825153157,-0.06241898772957599
