,HadGEM3-GC31-HH_CTRL,HadGEM3-GC31-HH_HIST-FUT,EC-Earth3P-HR_CTRL,EC-Earth3P-HR_HIST-FUT,CNRM-CM6-1-HR_CTRL,CNRM-CM6-1-HR_HIST-FUT,CMCC-CM2-VHR4_CTRL,CMCC-CM2-VHR4_HIST-FUT,MPI-ESM1-2-HR_CTRL,MPI-ESM1-2-HR_HIST-FUT,MPI-ESM1-2-XR_CTRL,MPI-ESM1-2-XR_HIST-FUT
2015-01-01,-1.2570862422094122,1.255799112532943,-0.5205463096807899,1.8214743457152796,-1.239106595589575,-0.5944446635768963,0.12679735535457434,-0.10900612426371319,-1.1494721278500901,0.07140185001743131,0.4551402899438269,-1.303373982609603
2015-02-01,-1.169507680452366,1.3629871728407839,-0.5657305997050938,1.1623036823533595,-1.1329241796402896,-0.5079166488239226,0.21383006713573158,-0.06648694855471546,-0.5832948153830196,-0.036961158816221557,0.6901890507846288,-1.2934532975582027
2015-03-01,-1.2944709559363878,1.0965481508721355,-0.2531451318274219,0.20274139188696608,-1.1204051797593608,-0.11848698118279666,0.29886442893347426,-0.1324124166330228,-0.399372417869959,-0.09303355527260357,0.067483575664639,-0.9508775840845161
2015-04-01,-1.1728207558394301,0.49830195048916487,0.079159329598293,-0.8222634735637022,-0.8192272767056235,0.3132609513004372,0.5855757773379682,-0.13362329826611485,-0.7096203342598368,-0.03912540853262475,-0.0017829134142645507,-0.9383061651366286
2015-05-01,-0.6696816914366269,0.04119174138615817,-0.1589035947829277,-0.855518529651932,-0.21293948114736863,-0.13573115138036973,0.41410072846049367,-0.8712574983615122,-0.328026039170203,0.3165532129362455,0.3621078824141542,-0.9122254022119034
2015-06-01,-0.2138892542822829,-0.29943529564223886,-0.33681168657063315,-0.8794187483701134,0.15151502904662428,-0.15809791598625736,0.7544133690287493,-1.3272270486403277,-0.5076732103345867,0.8078390522084127,0.18089485500305102,-0.7904669002623254
2015-07-01,-0.5693200205821478,-0.23021108383274355,-0.22176024808183892,-0.7879290249472563,0.3121452276324302,0.43481020747474625,0.967186555744276,-1.1420461111141944,-0.11206499122053278,0.9340829266997489,0.13542186034265818,-0.38324363480039286
2015-08-01,-0.5176688479505309,-0.885566522654066,-0.5765143837258451,-0.6259466060588764,0.21184571668019903,0.2710256401137071,0.7583055439213846,-1.2939119076973111,-0.14655342767437735,0.8641714216020492,0.5808177825363325,-0.07166323798054207
2015-09-01,-0.44503946431039565,-0.7692865977522486,-1.0828536730549803,-0.843178132110347,-0.034110507814790664,0.28578891480020724,0.7693138016226149,-1.502894836256575,-0.20469451900311003,1.1149904957634607,0.24764826392163125,0.13458153761440364
2015-10-01,-0.5743580064285643,-0.40190364195470346,-1.244268159971234,-0.9813916465801028,0.19627932272781903,0.48921885323000774,0.6375571965404596,-1.2651316220950648,-0.09377122386582178,1.0023562083917295,0.4925346586418079,0.04620045765484385
